SquareFeet;Bedrooms;Bathrooms;Parking garage;Neighborhood;YearBuilt;Price
2561;4;3;1;Urban;1964;2,95686E+16
1773;3;2;3;Suburb;1977;2,23766E+15
2167;4;2;2;Rural;1956;1,82268E+16
2083;5;1;3;Urban;2008;1,92616E+16
1867;2;2;3;Urban;1993;2,08433E+15
2803;2;3;2;Rural;2016;2,82303E+15
2098;4;2;1;Urban;1952;3,17531E+15
1002;3;1;3;Suburb;1952;1,68627E+16
2598;3;3;3;Suburb;2001;3,00322E+15
1747;2;1;1;Urban;1957;1,68524E+16
2471;5;3;1;Suburb;1978;3,07699E+16
2981;4;3;2;Suburb;2003;3,74444E+16
2764;4;1;2;Urban;1972;3,14833E+15
2925;2;1;3;Urban;1977;3,04814E+14
1274;3;2;3;Rural;2006;2,03316E+16
2553;4;2;1;Suburb;1978;2,59966E+16
2615;3;1;3;Suburb;1971;2,57563E+16
1214;3;1;2;Urban;2015;1,6719E+16
2706;2;2;1;Rural;1958;2,98579E+16
2508;3;1;3;Suburb;1953;2,93443E+16
1328;5;3;3;Suburb;2006;1,06236E+16
1254;5;2;1;Urban;1973;1,40875E+16
2410;2;2;2;Rural;2016;2,77415E+15
1125;4;3;1;Suburb;1961;1,68386E+16
1766;3;3;2;Suburb;2002;2,58723E+15
2607;5;1;3;Suburb;2001;3,07627E+16
2573;2;1;2;Suburb;1965;3,02815E+15
2347;2;3;3;Rural;1993;1,88192E+16
2227;3;3;2;Urban;1976;2,04481E+16
2195;2;2;1;Suburb;2009;2,79214E+15
2758;4;2;1;Rural;1978;3,35391E+15
1216;3;2;3;Suburb;1952;6,76419E+15
2268;4;1;1;Urban;1982;2,18473E+16
2359;5;2;2;Urban;1952;3,31473E+16
2726;5;3;3;Urban;1979;3,42397E+15
2321;5;2;2;Suburb;1954;2,51284E+14
1831;5;3;3;Urban;1996;2,39998E+16
1181;2;3;1;Rural;1985;1,41815E+16
1333;4;1;2;Rural;2012;1,30431E+16
1510;2;1;1;Suburb;1992;1,32657E+15
1382;2;2;1;Urban;1991;2,40761E+16
2740;5;2;2;Suburb;2004;2,75975E+16
2896;4;2;1;Suburb;1996;3,25969E+15
2222;3;1;1;Suburb;1979;1,50277E+16
1331;3;3;3;Suburb;2004;2,80515E+14
2188;3;3;3;Rural;1976;3,42642E+15
2265;4;1;3;Suburb;1960;2,07591E+16
1899;5;2;3;Suburb;2002;2,76875E+15
1641;5;1;3;Suburb;2008;2,52643E+16
2250;4;3;2;Urban;1987;2,30071E+16
1633;5;1;3;Rural;1971;2,26813E+15
2579;4;1;2;Suburb;1976;2,18053E+16
1450;4;3;3;Suburb;1991;1,7909E+16
1195;3;1;2;Rural;1965;1,66626E+16
2893;3;1;2;Urban;2003;3,22984E+15
2227;2;1;2;Urban;1957;2,48335E+16
1457;4;2;1;Urban;1989;1,52935E+15
1829;3;3;3;Suburb;1953;2,18986E+15
1256;3;2;3;Suburb;1986;1,79177E+14
2552;3;3;2;Suburb;1959;2,12104E+16
2295;5;3;2;Suburb;1981;2,6412E+16
1008;3;3;1;Rural;1956;1,69749E+16
1760;5;1;2;Urban;1991;3,26718E+15
1948;3;2;3;Urban;2002;3,36233E+15
2224;5;3;2;Urban;1966;2,32544E+16
2082;5;2;3;Rural;1965;2,62688E+15
1886;3;2;1;Rural;1984;2,29029E+16
1392;4;2;1;Urban;1960;6,4194E+16
2675;2;2;1;Urban;1959;2,49624E+15
2142;2;1;3;Urban;1977;1,58359E+16
2576;4;1;1;Rural;1966;2,67359E+15
1398;3;3;2;Urban;1989;1,7031E+16
2857;4;3;3;Urban;1965;2,99759E+16
1330;3;1;3;Rural;2002;1,47335E+16
2290;3;3;1;Rural;1996;2,25546E+16
2543;3;1;2;Rural;1953;2,81305E+15
2718;3;2;1;Rural;1988;2,89299E+16
1479;3;2;2;Suburb;1954;1,15343E+16
1133;4;1;2;Urban;1977;2,62162E+15
2716;4;3;3;Urban;1986;3,18941E+15
1915;2;3;2;Rural;2006;2,56245E+16
1934;3;1;1;Urban;2011;1,73047E+16
1354;4;1;2;Suburb;2013;1,37047E+16
1583;4;2;3;Urban;1959;1,71927E+16
2521;3;3;2;Rural;2004;3,35221E+16
1624;3;2;3;Suburb;1967;1,48659E+16
2130;4;1;3;Rural;2014;2,07394E+16
1289;3;3;1;Rural;1986;8,35478E+15
1824;5;2;2;Suburb;1997;2,67698E+16
1628;4;3;1;Suburb;2000;1,11268E+16
2018;2;3;1;Urban;1988;1,13934E+16
1631;3;1;1;Rural;1967;2,00595E+16
2170;5;2;2;Urban;2006;2,08658E+16
1326;2;1;3;Urban;1981;1,76035E+16
2438;2;2;1;Urban;2004;2,66341E+15
1209;2;1;1;Rural;1965;7,6708E+15
2319;3;1;2;Rural;2018;2,1909E+16
2421;2;1;1;Urban;1985;2,15319E+15
2126;4;2;2;Suburb;1952;2,01234E+15
1635;4;1;3;Suburb;1950;1,0772E+16
2780;3;3;3;Rural;1980;2,85864E+16
2531;3;1;3;Rural;1956;3,06749E+16
2914;2;3;1;Urban;1970;4,27238E+15
1867;3;2;1;Urban;1956;1,91212E+16
2232;4;3;2;Suburb;1988;2,53823E+16
2956;4;3;3;Rural;1978;3,01991E+16
1427;4;3;2;Rural;1967;1,4006E+16
1392;3;3;2;Urban;1972;1,30784E+16
1825;4;3;1;Urban;1968;2,16922E+16
1915;3;2;3;Suburb;2000;2,7218E+16
2132;5;2;3;Rural;1996;2,51791E+16
2912;2;2;2;Urban;2013;3,00528E+16
1347;5;2;2;Urban;2020;1,89705E+16
1049;4;2;3;Suburb;1967;1,14736E+16
1915;2;2;2;Rural;2003;2,02492E+15
2128;4;1;2;Suburb;2010;2,86594E+16
2443;4;3;3;Suburb;2000;3,32305E+15
2396;5;2;2;Suburb;2011;2,41327E+16
2050;4;1;1;Suburb;2011;2,68586E+15
1967;2;2;1;Suburb;1965;1,94027E+16
1799;4;2;2;Urban;2004;1,34083E+16
2792;2;1;3;Suburb;1992;3,40837E+15
2296;5;2;2;Rural;1972;2,42376E+16
2016;3;3;3;Suburb;1967;2,59575E+16
1648;4;3;1;Suburb;1962;1,11101E+15
2363;5;1;1;Rural;2016;2,61101E+15
1300;4;2;1;Urban;1978;1,19139E+16
2503;2;3;2;Rural;2015;3,39812E+16
2857;4;1;3;Urban;1995;2,96129E+16
2567;3;3;3;Urban;1987;3,24347E+16
2580;4;1;2;Urban;1954;3,00508E+16
2288;3;1;3;Rural;1975;2,20182E+16
2565;3;3;1;Suburb;1967;3,28011E+15
2619;4;2;2;Suburb;2008;2,83042E+16
1165;5;1;3;Rural;1965;1,69411E+16
1315;4;3;2;Rural;1963;1,74035E+16
1000;3;3;2;Urban;2015;1,46402E+15
2019;5;3;2;Suburb;1992;2,57956E+16
2784;3;1;2;Suburb;2019;3,30845E+15
2284;3;2;1;Rural;2018;2,74425E+15
1062;4;3;3;Suburb;1982;1,40374E+16
1482;2;3;3;Rural;2009;1,93904E+16
2699;4;1;1;Suburb;1984;3,00884E+15
2344;2;2;1;Suburb;1989;2,69967E+15
2869;2;1;2;Rural;1975;1,32269E+16
2224;4;2;1;Rural;1971;1,78301E+14
1221;2;1;3;Urban;1960;1,76864E+16
1151;3;2;2;Rural;1960;1,41155E+16
1643;5;3;1;Rural;1999;1,15067E+16
1625;4;1;2;Urban;2011;1,86608E+15
2485;2;2;3;Urban;1994;2,75398E+16
1216;3;3;1;Urban;1997;2,07738E+16
1195;5;3;3;Urban;2000;1,5856E+15
2816;2;2;2;Suburb;1975;3,62562E+15
2225;2;1;2;Urban;1962;2,65284E+15
1994;3;3;3;Suburb;1972;2,05988E+15
2014;5;2;3;Suburb;1980;1,86304E+15
1646;5;1;3;Suburb;2018;1,8977E+15
2257;3;3;2;Urban;2003;2,77298E+15
2164;5;2;3;Urban;1974;3,07443E+15
1707;4;3;2;Suburb;2009;2,09124E+16
2521;5;1;1;Suburb;1987;2,79686E+15
2578;2;1;2;Rural;1953;1,7824E+16
2080;5;3;1;Rural;1975;2,85638E+15
2955;4;1;3;Urban;1989;3,73045E+16
2527;4;1;2;Rural;2013;2,59206E+15
2165;2;2;3;Rural;2017;2,68763E+16
1721;2;3;1;Urban;1957;1,77502E+16
2607;4;3;3;Urban;1967;2,83562E+15
2759;3;2;2;Suburb;2013;3,00008E+15
2562;4;1;2;Rural;1992;2,35858E+16
1639;5;3;3;Suburb;1980;2,90043E+15
1105;2;3;2;Rural;1988;8,28527E+15
1164;3;2;1;Suburb;1985;8,56433E+15
1214;4;1;3;Rural;2017;1,83104E+16
2094;2;2;2;Suburb;1981;2,35957E+16
2739;5;3;2;Urban;2007;3,00031E+16
2688;3;1;2;Urban;1974;2,6652E+15
2602;3;1;3;Suburb;1991;2,69537E+16
1089;3;2;3;Suburb;1997;8,80732E+14
2795;5;1;2;Rural;2002;4,06485E+16
1873;2;3;2;Urban;1973;1,58794E+15
2251;4;3;1;Rural;1996;1,98135E+16
2102;2;3;2;Rural;2006;2,45388E+15
1607;5;1;1;Urban;1970;2,90074E+15
1348;2;1;2;Rural;1978;2,28373E+16
2865;3;3;3;Suburb;1987;3,57398E+15
1893;4;2;1;Urban;2021;2,14937E+16
1245;5;3;1;Suburb;1950;1,67494E+16
1271;3;2;2;Urban;1953;4,25174E+15
1402;2;3;3;Suburb;1983;2,6487E+15
2692;3;2;2;Urban;2021;3,31333E+15
2139;2;2;1;Suburb;1997;3,34434E+16
2458;2;1;3;Urban;2007;2,69827E+15
2553;5;2;2;Suburb;1958;3,14597E+16
2465;2;1;3;Urban;2001;3,12239E+16
2195;3;3;1;Rural;1971;1,42933E+15
2039;5;2;2;Rural;2021;2,20458E+15
1960;4;2;2;Suburb;1988;2,39963E+14
2775;5;3;3;Rural;2014;4,14817E+15
1897;3;3;3;Rural;1983;2,79036E+16
2079;2;2;3;Urban;1975;2,69152E+15
2614;5;2;2;Rural;1954;3,02858E+15
2126;5;1;3;Urban;1959;2,36184E+16
1283;5;1;3;Urban;2020;9,71434E+15
2728;3;2;3;Suburb;2006;3,37659E+16
1516;2;2;3;Rural;1959;1,54906E+15
1617;4;3;3;Rural;1955;1,78064E+16
2301;4;3;2;Rural;2005;2,82859E+13
2908;2;1;1;Suburb;1951;2,79078E+15
1611;4;1;2;Suburb;1963;2,45539E+15
1749;2;3;2;Urban;1967;1,96117E+15
2292;5;3;1;Suburb;1976;2,35258E+16
2856;5;3;3;Urban;1954;3,25124E+16
1399;3;3;1;Suburb;2003;2,00867E+16
2526;5;3;3;Rural;2002;2,50913E+15
1085;3;3;1;Suburb;1950;1,11445E+16
1319;4;1;2;Suburb;1988;1,90817E+16
2055;4;3;3;Suburb;1999;2,75759E+15
1335;5;2;3;Urban;1968;1,04611E+16
1050;2;2;3;Rural;1993;1,341E+16
2102;4;2;1;Suburb;1982;2,91842E+16
2721;4;2;1;Urban;2012;1,66097E+15
1173;4;1;2;Rural;1979;1,92531E+16
2971;2;2;3;Suburb;1978;4,04383E+16
2641;5;1;1;Suburb;1957;3,08237E+15
1500;3;2;2;Suburb;1993;1,24711E+16
2598;2;3;2;Suburb;1984;2,88723E+15
1075;2;3;3;Suburb;2006;1,24825E+16
1315;4;3;1;Rural;1963;8,32762E+15
2856;3;3;1;Urban;1986;2,06396E+16
2396;2;1;3;Suburb;1989;1,99371E+15
2104;4;3;2;Rural;2004;1,36381E+16
2896;2;3;3;Rural;1981;2,79824E+15
2663;4;1;1;Suburb;1959;2,44872E+16
2718;3;2;1;Urban;2003;2,56733E+16
2778;3;1;2;Suburb;1957;2,69596E+16
1696;4;2;1;Rural;1972;2,16664E+16
2009;5;3;2;Rural;2007;2,2813E+16
1731;2;1;1;Rural;2019;1,00268E+16
2094;5;2;3;Rural;1996;2,42612E+16
1968;2;1;3;Urban;1970;2,82533E+16
1853;3;2;1;Urban;1954;2,60302E+15
1665;2;3;3;Suburb;1986;1,87726E+16
2780;4;3;3;Urban;2018;3,28317E+16
1651;4;3;1;Suburb;2019;3,38119E+16
2094;4;2;2;Rural;1954;2,2239E+15
1045;5;3;3;Suburb;2002;1,55279E+15
2070;3;1;3;Suburb;1950;2,42313E+16
2614;3;2;3;Suburb;1998;2,37993E+16
2445;3;1;1;Urban;2011;3,07832E+15
1148;4;2;3;Urban;1997;7,90768E+15
1909;3;2;2;Suburb;2016;1,61212E+14
2153;5;1;3;Rural;1998;2,24486E+16
1455;5;3;1;Suburb;2003;1,34092E+16
2662;5;1;2;Rural;1955;2,95773E+16
1876;4;3;2;Rural;2004;1,75187E+16
2654;2;1;2;Rural;2007;3,04399E+14
1965;3;2;2;Rural;1950;2,15392E+16
1868;5;1;2;Urban;1959;2,22332E+16
2528;2;1;2;Urban;1957;2,5192E+15
1928;2;2;1;Rural;2001;2,45491E+15
2023;5;3;3;Rural;1974;1,52663E+16
2000;5;3;3;Rural;1983;1,95441E+15
1773;3;2;3;Suburb;1950;2,15766E+16
1243;3;3;2;Urban;2017;8,80205E+15
1473;2;3;2;Suburb;1972;1,37716E+16
1381;2;3;2;Rural;1960;1,95864E+16
2126;2;2;3;Urban;1968;2,79062E+16
1488;4;2;2;Urban;2018;1,44209E+16
2060;2;1;3;Suburb;1968;2,68304E+16
2677;4;1;1;Rural;1952;3,01437E+16
2572;3;1;2;Suburb;1996;2,42901E+16
2543;2;3;2;Urban;2003;2,84874E+16
2766;3;1;1;Rural;1997;3,84556E+14
2356;2;3;1;Urban;1955;3,14178E+15
1396;3;3;2;Suburb;1954;1,66662E+15
1295;2;3;3;Suburb;2010;2,19398E+16
1106;4;1;1;Urban;1998;1,82501E+16
1859;5;1;2;Urban;2000;1,36332E+16
1953;3;1;1;Rural;2008;1,62291E+15
1529;3;3;3;Suburb;2004;1,1551E+16
2848;5;3;1;Rural;2011;2,73138E+16
2106;2;2;3;Urban;1988;1,70299E+16
1933;4;2;3;Rural;1955;2,02046E+15
1287;4;3;1;Suburb;1971;1,7624E+16
1705;4;2;2;Urban;1964;1,76924E+14
2484;2;3;1;Rural;1956;2,46963E+16
1214;3;2;3;Rural;1953;1,63001E+16
2304;2;3;3;Rural;2014;2,76385E+16
1731;4;2;2;Urban;1994;1,94782E+16
2977;5;3;3;Rural;1969;3,41722E+15
2482;4;1;1;Urban;1951;1,54295E+16
2824;3;2;1;Suburb;1952;3,28307E+15
1343;2;3;1;Suburb;2005;1,69819E+15
1193;2;1;2;Rural;1997;2,08132E+16
1157;4;3;2;Suburb;2000;1,66496E+14
1464;3;1;2;Urban;1961;1,98325E+16
1103;3;3;1;Rural;1975;3,78212E+15
1033;5;3;3;Rural;1998;7,62311E+15
2125;4;3;3;Urban;1984;2,59158E+16
1638;5;2;3;Urban;2007;2,13023E+16
2749;2;1;3;Suburb;1971;2,60546E+15
1324;2;1;3;Rural;1979;9,92206E+14
2967;3;1;3;Urban;1955;2,9983E+16
2831;5;2;1;Rural;2010;2,36069E+16
1690;3;2;1;Suburb;1979;1,41658E+16
1591;4;1;3;Suburb;1961;2,11478E+16
1140;3;2;2;Rural;1999;5,72533E+16
1473;2;2;2;Urban;1972;2,16178E+15
2054;2;1;2;Rural;2021;2,19599E+15
1883;3;3;2;Suburb;1988;2,32055E+16
2958;4;3;1;Suburb;1998;3,1467E+16
1062;5;1;2;Rural;1957;1,30723E+16
2583;2;2;1;Rural;1987;2,22233E+15
2110;2;2;2;Suburb;1983;2,88079E+16
1303;4;1;3;Urban;1975;1,68354E+16
2084;3;1;1;Suburb;1958;3,28966E+16
1395;2;1;3;Suburb;2016;2,0064E+16
1333;2;1;2;Urban;1954;1,23458E+16
2975;4;2;2;Rural;1965;2,596E+16
1785;3;3;3;Urban;1962;2,32016E+16
1410;4;1;2;Suburb;1983;1,85721E+15
1283;4;2;3;Urban;1998;1,04234E+16
1465;3;1;3;Rural;1996;1,49215E+16
1079;2;3;3;Urban;1993;9,58861E+15
2715;5;1;2;Urban;1958;2,8353E+16
1783;5;2;3;Rural;1982;2,08093E+16
2100;5;1;3;Suburb;1957;2,19699E+14
2977;4;3;1;Suburb;1958;3,84899E+15
1732;2;2;3;Urban;1999;1,56881E+15
2928;2;2;1;Urban;1953;2,71932E+15
2817;2;3;3;Urban;1976;2,73927E+15
2563;2;1;2;Rural;1995;3,20664E+15
2384;4;1;3;Urban;2009;3,08957E+15
1076;5;2;1;Suburb;2013;1,76621E+15
1508;5;3;1;Rural;1995;1,69191E+16
2187;3;2;1;Suburb;1988;2,15177E+14
2032;2;2;2;Rural;2018;2,47766E+15
2198;5;3;1;Rural;2003;2,26152E+15
1461;5;3;1;Urban;1961;2,11337E+16
2330;2;3;2;Urban;1967;2,77594E+16
2611;2;1;3;Urban;1959;2,77636E+15
1244;5;2;1;Urban;1969;3,40661E+14
1121;3;2;1;Urban;1983;1,35876E+16
1184;2;1;3;Suburb;1953;2,17888E+16
1031;5;3;3;Suburb;1989;1,98181E+14
1997;3;1;2;Urban;1996;2,2135E+16
2986;4;2;3;Suburb;2014;3,06624E+16
1761;3;1;2;Urban;1976;1,37467E+16
1568;2;2;1;Suburb;2000;2,06112E+16
1309;4;1;2;Suburb;2020;1,94597E+16
2395;3;1;2;Rural;2008;2,30565E+16
2679;5;2;1;Urban;1961;2,75288E+15
1829;2;2;1;Rural;2009;1,56318E+16
2619;4;1;3;Urban;1977;3,22132E+14
1991;5;1;3;Suburb;1964;2,91839E+16
2079;4;1;1;Suburb;1998;1,82546E+16
1790;3;1;1;Urban;1952;1,52647E+16
2296;5;2;1;Suburb;1968;2,53196E+16
1463;2;3;2;Urban;1974;2,08786E+16
1677;5;2;1;Rural;1957;2,23883E+16
2479;3;3;3;Rural;1957;3,31057E+16
1978;4;2;2;Urban;1982;1,08129E+16
1669;5;3;1;Rural;2019;1,77505E+15
2272;4;2;1;Urban;2012;3,09021E+16
1697;2;3;3;Urban;1985;2,74744E+15
1993;5;1;3;Rural;1989;2,17462E+15
1077;4;1;2;Suburb;2017;1,04909E+15
1533;2;3;2;Rural;2005;1,29518E+16
1107;3;1;2;Rural;1978;1,65025E+15
2296;5;3;1;Urban;1974;3,25465E+16
1763;5;3;3;Urban;1969;2,29226E+16
1014;5;1;1;Urban;1968;2,0504E+15
1369;4;1;1;Rural;1961;1,80277E+15
2327;4;2;3;Urban;1983;2,35721E+15
2695;2;3;3;Suburb;2014;3,12298E+15
1204;5;2;3;Rural;1973;1,55694E+15
2136;2;3;3;Suburb;1957;2,96945E+16
2703;5;3;3;Rural;2004;3,10111E+16
1864;3;2;3;Rural;2008;2,03247E+16
2276;5;1;3;Rural;1971;2,51496E+16
1440;2;2;2;Rural;1969;2,36744E+15
2209;4;1;2;Suburb;1969;2,21849E+16
1858;3;1;1;Suburb;1979;2,43318E+16
1226;3;3;1;Rural;1984;1,74782E+16
1527;5;2;3;Rural;2015;1,96427E+16
2691;3;2;1;Rural;2000;3,00417E+15
1353;2;1;2;Rural;1985;1,51236E+16
1622;2;1;2;Rural;1997;2,48387E+15
2024;5;3;3;Urban;2003;2,56971E+16
2576;4;3;1;Rural;2005;3,25507E+16
2583;3;1;2;Rural;2010;2,74757E+15
1926;3;3;1;Urban;1985;2,92402E+14
2443;5;1;2;Suburb;2008;2,61188E+16
2643;3;2;2;Urban;1999;2,98549E+15
2184;4;3;3;Suburb;1961;1,51513E+15
1160;5;2;2;Suburb;1962;1,55783E+16
1870;2;1;1;Urban;1966;1,69983E+16
2151;3;3;1;Urban;1989;2,26567E+16
2745;5;1;2;Suburb;1966;2,60965E+16
2174;2;2;1;Suburb;1976;2,21725E+16
1443;2;3;2;Suburb;2011;2,3953E+16
2790;2;2;1;Urban;1971;3,00708E+15
2494;5;2;1;Rural;2012;2,32736E+15
1462;5;1;3;Suburb;1961;1,81964E+16
2753;2;2;1;Urban;2020;3,34278E+16
2053;2;2;2;Suburb;2007;2,10004E+15
1472;5;2;1;Rural;1977;2,07399E+16
1556;5;1;1;Rural;2012;8,38055E+15
1079;4;2;3;Suburb;1977;7,74893E+15
2062;2;1;2;Urban;1994;2,45236E+16
1239;3;3;3;Urban;1993;7,55023E+14
1556;3;3;3;Suburb;1959;2,01945E+16
1589;5;1;2;Suburb;1975;1,4887E+16
2360;3;3;1;Rural;2021;2,11267E+16
2931;5;2;3;Rural;1978;3,41453E+16
2884;4;2;1;Urban;1999;3,45069E+16
2823;5;1;3;Rural;1978;3,70667E+15
2975;2;2;3;Suburb;1975;3,44976E+15
2303;5;3;1;Suburb;2014;2,82129E+15
2139;3;3;2;Urban;1967;3,05344E+16
1268;3;1;1;Urban;1998;9,97773E+15
2939;3;3;1;Urban;1953;2,57345E+15
1334;2;3;3;Suburb;1964;7,74207E+15
1311;5;3;3;Urban;1997;2,08384E+15
2076;5;1;1;Urban;1982;2,0101E+16
2091;3;1;1;Rural;1969;1,87091E+16
1693;2;2;3;Rural;2007;1,80137E+16
1033;3;3;2;Urban;2008;8,78818E+14
2819;3;3;3;Suburb;2013;2,72653E+15
2841;2;1;1;Suburb;2015;2,74475E+15
1385;3;3;1;Suburb;2005;1,89923E+16
1248;4;2;1;Urban;2020;2,12037E+16
2134;2;3;3;Urban;2016;1,94221E+16
2117;3;1;2;Urban;2004;1,33225E+16
2433;5;3;2;Rural;2002;3,01639E+15
2202;4;2;3;Urban;2000;1,7428E+16
2070;5;2;1;Rural;1985;2,25612E+16
1793;5;1;3;Urban;1969;2,43334E+16
1851;4;2;3;Urban;1990;2,75534E+15
1873;2;3;1;Suburb;1982;1,25613E+16
2627;3;2;3;Rural;2009;3,19709E+16
1375;5;2;1;Rural;2012;7,36974E+15
1723;5;1;2;Urban;2021;1,79693E+16
2610;5;2;3;Rural;1951;3,00189E+15
2913;2;1;2;Rural;2012;2,50955E+15
1201;5;3;1;Urban;1982;1,73793E+16
1444;5;2;2;Urban;1977;1,57309E+16
2942;5;3;1;Urban;1953;3,29505E+15
2956;4;3;2;Suburb;1999;3,27353E+16
1296;4;2;2;Suburb;1969;1,54492E+16
2331;5;2;2;Suburb;1991;3,33805E+16
2746;2;1;3;Rural;2015;2,6204E+15
1492;2;2;3;Urban;2006;1,32461E+16
1337;3;1;2;Urban;1953;2,2666E+16
2968;4;2;1;Suburb;1966;3,01559E+15
1922;2;2;2;Suburb;2017;2,16411E+16
2669;5;2;3;Urban;2000;3,42041E+15
2865;4;2;3;Urban;1953;3,34902E+15
2089;2;2;1;Urban;1959;2,19349E+16
1791;3;1;1;Suburb;1977;1,45604E+16
2445;5;2;2;Urban;1984;1,68291E+16
2563;4;1;2;Suburb;2019;2,74463E+16
2947;3;1;3;Rural;2003;3,21705E+15
2652;3;2;3;Urban;1963;2,90084E+15
2516;4;2;2;Suburb;1953;3,14468E+15
2905;2;2;3;Urban;1984;2,73175E+16
1961;5;1;1;Suburb;1988;2,3735E+14
1316;3;3;1;Suburb;2021;1,73749E+15
1941;3;3;1;Urban;1978;2,34998E+16
2860;4;1;1;Suburb;1999;3,99551E+15
1625;4;2;1;Rural;1960;1,96847E+16
1074;4;2;1;Suburb;2021;7,1128E+14
2737;3;1;1;Rural;1986;2,43356E+16
1938;2;2;2;Suburb;1975;2,62895E+15
1058;2;1;3;Suburb;2003;1,45625E+16
1385;5;2;2;Suburb;1976;1,65179E+16
1014;4;2;3;Urban;1969;1,02754E+16
2254;5;1;2;Urban;1954;2,7217E+15
2640;3;3;3;Rural;1976;2,96545E+15
2700;3;3;2;Rural;1975;3,16898E+15
1198;3;3;2;Suburb;1964;4,96606E+15
2939;5;2;1;Urban;1974;3,13733E+16
2377;4;3;2;Urban;1967;2,85436E+16
1034;5;3;2;Rural;1972;1,177E+16
1161;5;3;2;Rural;1995;1,92554E+16
2780;3;3;2;Urban;1980;3,42413E+15
1981;3;3;2;Urban;2004;1,63756E+16
1798;2;3;2;Suburb;2014;2,58238E+16
1894;4;1;3;Suburb;1976;1,85133E+16
1470;4;3;1;Rural;1964;2,10081E+16
1530;4;2;1;Urban;2014;1,91652E+16
2987;5;1;3;Suburb;1963;3,05442E+15
1791;3;2;1;Rural;2013;2,57154E+16
1851;3;3;1;Rural;1995;2,67844E+16
2446;2;3;2;Urban;1951;2,84796E+16
1347;5;3;2;Suburb;1985;2,06442E+16
1693;4;2;3;Suburb;1990;1,56627E+16
1934;5;3;3;Rural;1969;3,08064E+16
1912;3;3;2;Urban;1968;2,14011E+16
1146;2;3;3;Urban;1997;1,42926E+16
2397;5;3;2;Rural;1960;3,30413E+16
2711;3;3;2;Urban;2011;2,80679E+16
1674;5;3;3;Rural;2011;1,3072E+16
2439;3;1;3;Urban;2014;1,99141E+16
1686;5;3;2;Suburb;1964;1,6591E+16
2517;4;1;3;Urban;1951;3,41741E+16
2582;5;3;2;Urban;2015;3,93185E+16
2279;5;1;3;Suburb;2019;3,07835E+15
1959;4;2;2;Suburb;2008;1,97752E+16
1685;5;2;2;Rural;1981;2,05729E+16
2126;3;1;1;Urban;1958;2,14732E+16
1120;3;3;3;Urban;1967;6,5879E+15
1418;3;2;3;Rural;2018;1,28546E+16
1349;3;2;2;Suburb;1957;1,11418E+16
2680;3;3;1;Urban;1996;2,08231E+16
1041;4;2;1;Rural;2008;1,15124E+16
2390;4;1;1;Rural;2016;2,70899E+16
1028;5;3;1;Urban;1974;1,25515E+16
1965;3;1;1;Rural;1998;2,02935E+16
2915;5;1;1;Rural;1996;3,0934E+16
1784;3;3;3;Rural;1954;1,42771E+16
1013;5;2;2;Rural;1978;1,73222E+16
1919;4;1;2;Urban;1972;1,50397E+15
2976;3;2;1;Suburb;1962;2,5784E+16
1817;4;1;2;Rural;1997;2,89121E+16
1824;5;3;1;Suburb;1982;2,15587E+16
2508;4;3;3;Rural;1994;1,71839E+16
2212;4;3;1;Suburb;2018;3,52019E+15
1871;4;2;1;Urban;1954;2,63675E+16
1294;2;1;2;Urban;2010;1,18271E+16
2206;5;3;3;Urban;1956;2,94013E+15
1863;5;1;2;Urban;1998;1,62953E+16
1547;3;1;1;Suburb;1950;1,27991E+16
2905;3;3;2;Rural;1975;2,82225E+15
2060;3;1;2;Urban;1963;2,61192E+15
2007;4;1;2;Rural;1990;2,85192E+16
2037;5;3;1;Suburb;1989;2,32667E+16
2946;4;1;2;Urban;2018;3,40449E+16
1634;5;3;2;Urban;1996;2,14309E+16
1594;4;2;2;Urban;1986;1,13554E+16
2182;3;1;1;Suburb;1970;1,2677E+16
2517;4;3;3;Rural;1983;2,94722E+15
2352;2;2;2;Urban;2005;2,61531E+16
1613;3;1;3;Urban;1955;1,36652E+16
2872;2;3;2;Rural;1982;2,52629E+16
2106;2;1;3;Rural;1962;2,11098E+16
2579;3;2;3;Urban;1992;2,68812E+15
2603;2;1;1;Urban;1983;2,46645E+16
2583;2;3;3;Suburb;1970;2,68873E+16
2592;5;1;1;Urban;2008;1,8356E+16
2610;4;1;3;Suburb;2017;2,20864E+15
2045;2;1;1;Suburb;2005;3,20912E+16
2155;4;2;3;Rural;2002;3,51031E+14
1464;2;2;1;Suburb;1956;9,36712E+15
2479;3;1;3;Suburb;2017;3,28102E+15
2325;3;2;1;Urban;2004;2,76044E+15
1954;5;2;2;Urban;2002;1,67318E+16
1929;3;3;3;Suburb;2020;1,87938E+16
2290;5;2;1;Suburb;2012;3,13523E+15
1798;3;2;3;Suburb;1981;2,30547E+15
1394;4;2;1;Suburb;1975;1,94907E+16
2143;2;1;1;Suburb;2001;2,0935E+16
1245;2;1;1;Suburb;1994;3,02856E+15
1567;5;2;2;Suburb;1951;2,19895E+16
1037;3;3;1;Suburb;1983;1,3489E+16
1244;4;2;1;Rural;1983;1,93745E+14
1020;4;3;2;Urban;1973;1,82862E+16
2133;3;3;3;Rural;1974;1,32442E+14
2629;2;2;3;Urban;1988;3,64472E+14
1393;3;3;1;Rural;1982;1,65102E+16
2433;2;3;3;Urban;1976;2,57544E+16
